participant,event_type,event_ts,event_ts_float,window_start,window_end,duration_sec,distance_px,start_x,start_y,end_x,end_y,delete_key,event_id
260808_WYX_W_AI,annotation,2026-08-08 15:35:50.330,1786174550.33,2026-08-08 15:35:40.330,2026-08-08 15:36:00.330,0.1,0.5,1046.5,599.3,1046.5,598.8,,144
260808_WYX_W_AI,annotation,2026-08-08 15:36:04.884,1786174564.884,2026-08-08 15:35:54.884,2026-08-08 15:36:14.884,0.944,42.3,1210.5,563.7,1248.3,582.8,,145
260808_WYX_W_AI,annotation,2026-08-08 15:36:06.074,1786174566.074,2026-08-08 15:35:56.074,2026-08-08 15:36:16.074,0.427,8.2,1208.5,576.1,1201.5,580.4,,146
260808_WYX_W_AI,annotation,2026-08-08 15:36:06.991,1786174566.991,2026-08-08 15:35:56.991,2026-08-08 15:36:16.991,0.358,4.6,1190.0,572.7,1190.0,568.1,,147
260808_WYX_W_AI,annotation,2026-08-08 15:36:08.144,1786174568.144,2026-08-08 15:35:58.144,2026-08-08 15:36:18.144,0.569,21.2,1189.6,573.1,1168.6,569.9,,148
260808_WYX_W_AI,annotation,2026-08-08 15:36:10.584,1786174570.584,2026-08-08 15:36:00.584,2026-08-08 15:36:20.584,2.893,49.5,1181.4,554.1,1206.0,511.2,,149
260808_WYX_W_AI,annotation,2026-08-08 15:36:15.917,1786174575.917,2026-08-08 15:36:05.917,2026-08-08 15:36:25.917,0.967,36.9,1170.1,537.8,1206.3,545.0,,150
260808_WYX_W_AI,annotation,2026-08-08 15:36:21.390,1786174581.39,2026-08-08 15:36:11.390,2026-08-08 15:36:31.390,0.196,598.0,43.0,428.5,637.0,496.8,,151
260808_WYX_W_AI,annotation,2026-08-08 15:36:32.086,1786174592.086,2026-08-08 15:36:22.086,2026-08-08 15:36:42.086,0.264,1008.7,62.9,323.4,1048.8,536.8,,152
260808_WYX_W_AI,annotation,2026-08-08 15:36:46.784,1786174606.784,2026-08-08 15:36:36.784,2026-08-08 15:36:56.784,0.104,0.2,274.8,218.0,274.8,218.3,,153
260808_WYX_W_AI,annotation,2026-08-08 15:36:55.123,1786174615.123,2026-08-08 15:36:45.123,2026-08-08 15:37:05.123,0.699,34.9,933.5,628.5,898.6,629.6,,154
260808_WYX_W_AI,annotation,2026-08-08 15:36:56.503,1786174616.503,2026-08-08 15:36:46.503,2026-08-08 15:37:06.503,0.947,160.9,822.2,603.1,977.9,643.5,,155
260808_WYX_W_AI,annotation,2026-08-08 15:36:57.638,1786174617.638,2026-08-08 15:36:47.638,2026-08-08 15:37:07.638,0.284,158.8,835.7,652.6,993.3,633.1,,156
260808_WYX_W_AI,annotation,2026-08-08 15:36:58.200,1786174618.2,2026-08-08 15:36:48.200,2026-08-08 15:37:08.200,1.041,45.9,869.8,641.0,909.8,618.5,,157
260808_WYX_W_AI,annotation,2026-08-08 15:39:12.711,1786174752.711,2026-08-08 15:39:02.711,2026-08-08 15:39:22.711,0.188,562.2,44.4,434.2,603.2,495.9,,158
260808_WYX_W_AI,annotation,2026-08-08 15:39:19.895,1786174759.895,2026-08-08 15:39:09.895,2026-08-08 15:39:29.895,0.111,0.2,122.6,122.6,122.8,122.6,,159
260808_WYX_W_AI,annotation,2026-08-08 15:39:31.298,1786174771.298,2026-08-08 15:39:21.298,2026-08-08 15:39:41.298,1.229,76.5,1105.7,465.3,1171.0,505.1,,160
260808_WYX_W_AI,annotation,2026-08-08 15:39:32.766,1786174772.766,2026-08-08 15:39:22.766,2026-08-08 15:39:42.766,1.393,77.1,1085.4,466.0,1145.9,418.1,,161
260808_WYX_W_AI,annotation,2026-08-08 15:39:34.371,1786174774.371,2026-08-08 15:39:24.371,2026-08-08 15:39:44.371,0.937,54.5,1078.1,434.6,1132.0,442.7,,162
260808_WYX_W_AI,annotation,2026-08-08 15:39:38.098,1786174778.098,2026-08-08 15:39:28.098,2026-08-08 15:39:48.098,2.114,34.7,1116.4,428.7,1142.2,405.5,,163
260808_WYX_W_AI,annotation,2026-08-08 15:39:40.429,1786174780.429,2026-08-08 15:39:30.429,2026-08-08 15:39:50.429,1.255,40.7,1047.2,408.9,1085.6,422.5,,164
260808_WYX_W_AI,annotation,2026-08-08 15:40:26.780,1786174826.78,2026-08-08 15:40:16.780,2026-08-08 15:40:36.780,0.159,215.1,28.8,423.8,239.2,469.0,,165
260808_WYX_W_AI,annotation,2026-08-08 15:40:49.454,1786174849.454,2026-08-08 15:40:39.454,2026-08-08 15:40:59.454,0.32,499.6,56.5,442.6,553.5,391.4,,166
260808_WYX_W_AI,annotation,2026-08-08 15:40:52.031,1786174852.031,2026-08-08 15:40:42.031,2026-08-08 15:41:02.031,0.354,636.3,28.5,428.9,662.1,486.9,,167
260808_WYX_W_AI,annotation,2026-08-08 15:40:53.838,1786174853.838,2026-08-08 15:40:43.838,2026-08-08 15:41:03.838,0.204,341.1,59.1,329.4,392.4,401.7,,168
260808_WYX_W_AI,annotation,2026-08-08 15:41:04.039,1786174864.039,2026-08-08 15:40:54.039,2026-08-08 15:41:14.039,0.408,230.2,58.3,549.9,287.1,525.2,,169
260808_WYX_W_AI,annotation,2026-08-08 15:41:15.265,1786174875.265,2026-08-08 15:41:05.265,2026-08-08 15:41:25.265,0.585,22.5,874.6,394.9,853.1,401.7,,170
260808_WYX_W_AI,annotation,2026-08-08 15:41:16.274,1786174876.274,2026-08-08 15:41:06.274,2026-08-08 15:41:26.274,2.507,101.3,926.5,455.4,1027.7,450.2,,171
260808_WYX_W_AI,annotation,2026-08-08 15:41:19.025,1786174879.025,2026-08-08 15:41:09.025,2026-08-08 15:41:29.025,0.726,81.2,935.0,465.8,1014.1,447.7,,172
260808_WYX_W_AI,annotation,2026-08-08 15:41:49.723,1786174909.723,2026-08-08 15:41:39.723,2026-08-08 15:41:59.723,2.06,9.1,975.4,498.1,974.8,489.0,,173
260808_WYX_W_AI,annotation,2026-08-08 15:42:02.964,1786174922.964,2026-08-08 15:41:52.964,2026-08-08 15:42:12.964,0.783,55.9,1124.0,482.2,1145.3,430.5,,174
260808_WYX_W_AI,annotation,2026-08-08 15:42:03.966,1786174923.966,2026-08-08 15:41:53.966,2026-08-08 15:42:13.966,0.733,27.6,1126.6,460.3,1153.9,464.9,,175
260808_WYX_W_AI,annotation,2026-08-08 15:42:07.901,1786174927.901,2026-08-08 15:41:57.901,2026-08-08 15:42:17.901,1.949,21.0,958.4,502.7,965.3,522.5,,176
260808_WYX_W_AI,annotation,2026-08-08 15:42:27.409,1786174947.409,2026-08-08 15:42:17.409,2026-08-08 15:42:37.409,1.116,7.7,996.9,525.7,1004.4,527.7,,177
260808_WYX_W_AI,annotation,2026-08-08 15:42:35.201,1786174955.201,2026-08-08 15:42:25.201,2026-08-08 15:42:45.201,1.292,40.4,927.7,559.4,966.6,548.4,,178
260808_WYX_W_AI,annotation,2026-08-08 15:42:46.930,1786174966.93,2026-08-08 15:42:36.930,2026-08-08 15:42:56.930,0.106,0.0,1008.5,682.4,1008.5,682.4,,179
260808_WYX_W_AI,annotation,2026-08-08 15:44:06.594,1786175046.594,2026-08-08 15:43:56.594,2026-08-08 15:44:16.594,0.166,318.1,58.9,894.0,367.8,817.9,,180
260808_WYX_W_AI,annotation,2026-08-08 15:44:09.628,1786175049.628,2026-08-08 15:43:59.628,2026-08-08 15:44:19.628,0.239,390.2,66.1,777.1,448.1,697.7,,181
260808_WYX_W_AI,annotation,2026-08-08 15:44:15.988,1786175055.988,2026-08-08 15:44:05.988,2026-08-08 15:44:25.988,0.207,579.8,63.4,556.7,641.2,605.4,,182
260808_WYX_W_AI,annotation,2026-08-08 15:44:39.294,1786175079.294,2026-08-08 15:44:29.294,2026-08-08 15:44:49.294,0.352,8.4,1008.4,482.1,1003.0,488.5,,183
260808_WYX_W_AI,annotation,2026-08-08 15:44:39.862,1786175079.862,2026-08-08 15:44:29.862,2026-08-08 15:44:49.862,1.318,72.3,1007.8,485.5,1080.0,484.2,,184
260808_WYX_W_AI,annotation,2026-08-08 15:44:41.463,1786175081.463,2026-08-08 15:44:31.463,2026-08-08 15:44:51.463,1.716,68.8,982.8,486.9,1046.7,461.2,,185
260808_WYX_W_AI,annotation,2026-08-08 15:44:43.415,1786175083.415,2026-08-08 15:44:33.415,2026-08-08 15:44:53.415,0.952,107.0,945.7,473.2,1050.4,451.1,,186
260808_WYX_W_AI,annotation,2026-08-08 15:45:29.680,1786175129.68,2026-08-08 15:45:19.680,2026-08-08 15:45:39.680,0.197,459.9,53.8,415.3,513.7,409.3,,187
260808_WYX_W_AI,annotation,2026-08-08 15:45:36.237,1786175136.237,2026-08-08 15:45:26.237,2026-08-08 15:45:46.237,0.427,441.1,73.1,311.2,499.3,424.6,,188
260808_WYX_W_AI,annotation,2026-08-08 15:45:59.201,1786175159.201,2026-08-08 15:45:49.201,2026-08-08 15:46:09.201,1.098,77.5,988.2,396.2,1064.8,407.9,,189
260808_WYX_W_AI,annotation,2026-08-08 15:46:00.550,1786175160.55,2026-08-08 15:45:50.550,2026-08-08 15:46:10.550,0.689,66.8,941.6,412.4,1004.2,388.9,,190
260808_WYX_W_AI,annotation,2026-08-08 15:46:01.548,1786175161.548,2026-08-08 15:45:51.548,2026-08-08 15:46:11.548,0.648,69.6,944.6,407.8,1013.2,395.8,,191
260808_WYX_W_AI,annotation,2026-08-08 15:46:06.107,1786175166.107,2026-08-08 15:45:56.107,2026-08-08 15:46:16.107,0.412,12.3,949.4,411.7,961.2,408.0,,192
260808_WYX_W_AI,annotation,2026-08-08 15:46:32.388,1786175192.388,2026-08-08 15:46:22.388,2026-08-08 15:46:42.388,2.183,14.8,1102.3,449.3,1095.0,436.5,,193
260808_WYX_W_AI,annotation,2026-08-08 15:46:34.940,1786175194.94,2026-08-08 15:46:24.940,2026-08-08 15:46:44.940,0.464,6.5,1085.1,443.1,1086.4,449.4,,194
260808_WYX_W_AI,annotation,2026-08-08 15:46:41.261,1786175201.261,2026-08-08 15:46:31.261,2026-08-08 15:46:51.261,2.498,1.2,1032.9,431.1,1031.7,430.9,,195
260808_WYX_W_AI,annotation,2026-08-08 15:47:17.454,1786175237.454,2026-08-08 15:47:07.454,2026-08-08 15:47:27.454,0.134,0.2,1039.1,522.9,1039.1,522.7,,196
260808_WYX_W_AI,annotation,2026-08-08 15:47:38.814,1786175258.814,2026-08-08 15:47:28.814,2026-08-08 15:47:48.814,0.145,200.4,61.9,430.9,262.3,427.5,,197
260808_WYX_W_AI,annotation,2026-08-08 15:48:10.569,1786175290.569,2026-08-08 15:48:00.569,2026-08-08 15:48:20.569,0.792,90.5,1041.0,470.2,1116.0,520.9,,198
260808_WYX_W_AI,annotation,2026-08-08 15:48:11.588,1786175291.588,2026-08-08 15:48:01.588,2026-08-08 15:48:21.588,0.519,114.4,978.4,488.6,1091.7,504.8,,199
260808_WYX_W_AI,annotation,2026-08-08 15:48:12.317,1786175292.317,2026-08-08 15:48:02.317,2026-08-08 15:48:22.317,0.351,58.7,981.9,499.8,1040.2,506.8,,200
260808_WYX_W_AI,annotation,2026-08-08 15:48:13.247,1786175293.247,2026-08-08 15:48:03.247,2026-08-08 15:48:23.247,0.863,21.1,1029.0,501.5,1008.2,505.1,,201
260808_WYX_W_AI,annotation,2026-08-08 15:48:18.594,1786175298.594,2026-08-08 15:48:08.594,2026-08-08 15:48:28.594,1.259,31.9,1125.9,602.7,1141.2,574.7,,202
260808_WYX_W_AI,annotation,2026-08-08 15:48:20.132,1786175300.132,2026-08-08 15:48:10.132,2026-08-08 15:48:30.132,0.449,13.3,1120.0,590.0,1132.4,585.3,,203
260808_WYX_W_AI,annotation,2026-08-08 15:49:44.004,1786175384.004,2026-08-08 15:49:34.004,2026-08-08 15:49:54.004,0.157,270.4,51.9,422.4,321.9,438.0,,204
260808_WYX_W_AI,annotation,2026-08-08 15:49:49.852,1786175389.852,2026-08-08 15:49:39.852,2026-08-08 15:49:59.852,0.316,596.2,44.1,316.7,614.5,490.2,,205
260808_WYX_W_AI,annotation,2026-08-08 15:50:08.363,1786175408.363,2026-08-08 15:49:58.363,2026-08-08 15:50:18.363,0.543,58.2,1179.7,480.0,1122.3,490.0,,206
260808_WYX_W_AI,annotation,2026-08-08 15:50:09.187,1786175409.187,2026-08-08 15:49:59.187,2026-08-08 15:50:19.187,0.572,128.0,1030.0,473.2,1148.7,521.0,,207
260808_WYX_W_AI,annotation,2026-08-08 15:50:10.096,1786175410.096,2026-08-08 15:50:00.096,2026-08-08 15:50:20.096,0.317,86.2,1058.6,483.0,979.3,516.8,,208
260808_WYX_W_AI,annotation,2026-08-08 15:50:10.665,1786175410.665,2026-08-08 15:50:00.665,2026-08-08 15:50:20.665,0.244,74.1,1019.4,508.8,1003.6,436.4,,209
260808_WYX_W_AI,annotation,2026-08-08 15:50:11.141,1786175411.141,2026-08-08 15:50:01.141,2026-08-08 15:50:21.141,0.552,117.3,1039.1,490.1,1129.4,565.1,,210
260808_WYX_W_AI,annotation,2026-08-08 15:50:12.192,1786175412.192,2026-08-08 15:50:02.192,2026-08-08 15:50:22.192,0.611,89.1,1181.1,504.6,1096.7,533.1,,211
260808_WYX_W_AI,annotation,2026-08-08 15:50:12.998,1786175412.998,2026-08-08 15:50:02.998,2026-08-08 15:50:22.998,0.329,121.5,1087.4,570.8,1129.4,456.8,,212
260808_WYX_W_AI,annotation,2026-08-08 15:50:13.569,1786175413.569,2026-08-08 15:50:03.569,2026-08-08 15:50:23.569,0.158,132.8,1172.3,615.1,1183.9,482.8,,213
260808_WYX_W_AI,annotation,2026-08-08 15:50:13.928,1786175413.928,2026-08-08 15:50:03.928,2026-08-08 15:50:23.928,0.121,167.8,1102.2,601.7,1181.3,453.7,,214
260808_WYX_W_AI,annotation,2026-08-08 15:50:14.400,1786175414.4,2026-08-08 15:50:04.400,2026-08-08 15:50:24.400,0.182,233.9,1262.3,560.9,1035.8,502.2,,215
260808_WYX_W_AI,annotation,2026-08-08 15:50:14.843,1786175414.843,2026-08-08 15:50:04.843,2026-08-08 15:50:24.843,0.277,183.1,1182.1,550.3,1076.5,699.9,,216
260808_WYX_W_AI,annotation,2026-08-08 15:50:15.331,1786175415.331,2026-08-08 15:50:05.331,2026-08-08 15:50:25.331,0.228,143.3,1071.9,609.5,1102.3,469.5,,217
260808_WYX_W_AI,annotation,2026-08-08 15:50:15.767,1786175415.767,2026-08-08 15:50:05.767,2026-08-08 15:50:25.767,0.164,194.7,1060.9,647.0,1132.1,465.8,,218
260808_WYX_W_AI,annotation,2026-08-08 15:50:16.133,1786175416.133,2026-08-08 15:50:06.133,2026-08-08 15:50:26.133,0.136,178.1,1083.1,614.3,1170.0,459.0,,219
260808_WYX_W_AI,annotation,2026-08-08 15:50:16.403,1786175416.403,2026-08-08 15:50:06.403,2026-08-08 15:50:26.403,0.139,167.6,1075.9,639.4,1138.8,484.1,,220
260808_WYX_W_AI,annotation,2026-08-08 15:50:16.810,1786175416.81,2026-08-08 15:50:06.810,2026-08-08 15:50:26.810,0.125,88.7,1119.1,581.9,1165.1,506.1,,221
260808_WYX_W_AI,annotation,2026-08-08 15:50:16.991,1786175416.991,2026-08-08 15:50:06.991,2026-08-08 15:50:26.991,0.169,213.4,1195.4,507.6,989.3,562.9,,222
260808_WYX_W_AI,annotation,2026-08-08 15:50:19.576,1786175419.576,2026-08-08 15:50:09.576,2026-08-08 15:50:29.576,0.218,150.4,1198.8,542.9,1201.9,693.3,,223
260808_WYX_W_AI,annotation,2026-08-08 15:50:20.041,1786175420.041,2026-08-08 15:50:10.041,2026-08-08 15:50:30.041,0.309,146.3,1195.3,573.7,1220.9,429.6,,224
260808_WYX_W_AI,annotation,2026-08-08 15:50:20.675,1786175420.675,2026-08-08 15:50:10.675,2026-08-08 15:50:30.675,0.153,174.2,1189.9,611.9,1218.3,440.0,,225
260808_WYX_W_AI,annotation,2026-08-08 15:50:21.046,1786175421.046,2026-08-08 15:50:11.046,2026-08-08 15:50:31.046,0.129,163.1,1186.3,653.5,1217.0,493.3,,226
260808_WYX_W_AI,annotation,2026-08-08 15:50:22.673,1786175422.673,2026-08-08 15:50:12.673,2026-08-08 15:50:32.673,0.119,0.2,785.9,48.3,785.9,48.1,,227
260808_WYX_W_AI,annotation,2026-08-08 15:50:24.842,1786175424.842,2026-08-08 15:50:14.842,2026-08-08 15:50:34.842,2.069,14.3,1261.7,510.4,1254.8,497.8,,228
260808_WYX_W_AI,annotation,2026-08-08 15:50:27.175,1786175427.175,2026-08-08 15:50:17.175,2026-08-08 15:50:37.175,0.297,8.1,1225.3,512.6,1231.2,507.0,,229
260808_WYX_W_AI,annotation,2026-08-08 15:50:29.662,1786175429.662,2026-08-08 15:50:19.662,2026-08-08 15:50:39.662,1.03,19.6,1198.3,519.0,1216.9,525.0,,230
260808_WYX_W_AI,annotation,2026-08-08 15:50:30.875,1786175430.875,2026-08-08 15:50:20.875,2026-08-08 15:50:40.875,0.8,23.3,1168.6,515.6,1184.5,498.6,,231
260808_WYX_W_AI,annotation,2026-08-08 15:50:31.875,1786175431.875,2026-08-08 15:50:21.875,2026-08-08 15:50:41.875,0.285,41.6,1147.8,521.4,1186.3,505.7,,232
260808_WYX_W_AI,annotation,2026-08-08 15:50:32.408,1786175432.408,2026-08-08 15:50:22.408,2026-08-08 15:50:42.408,0.359,8.9,1148.3,524.6,1157.2,524.9,,233
260808_WYX_W_AI,annotation,2026-08-08 15:51:04.216,1786175464.216,2026-08-08 15:50:54.216,2026-08-08 15:51:14.216,0.242,526.0,68.7,444.1,585.8,540.4,,234
260808_WYX_W_AI,annotation,2026-08-08 15:51:08.258,1786175468.258,2026-08-08 15:50:58.258,2026-08-08 15:51:18.258,0.361,604.7,55.6,330.3,646.3,459.7,,235
260808_WYX_W_AI,annotation,2026-08-08 15:51:21.685,1786175481.685,2026-08-08 15:51:11.685,2026-08-08 15:51:31.685,0.79,61.5,937.1,533.5,981.0,576.6,,236
260808_WYX_W_AI,annotation,2026-08-08 15:51:31.246,1786175491.246,2026-08-08 15:51:21.246,2026-08-08 15:51:41.246,0.103,0.9,453.3,452.1,453.5,453.0,,237
260808_WYX_W_AI,annotation,2026-08-08 15:51:40.457,1786175500.457,2026-08-08 15:51:30.457,2026-08-08 15:51:50.457,1.051,112.1,1154.2,378.3,1211.8,474.4,,238
260808_WYX_W_AI,annotation,2026-08-08 15:51:41.699,1786175501.699,2026-08-08 15:51:31.699,2026-08-08 15:51:51.699,0.609,108.3,1134.5,405.6,1231.7,357.8,,239
260808_WYX_W_AI,annotation,2026-08-08 15:51:42.525,1786175502.525,2026-08-08 15:51:32.525,2026-08-08 15:51:52.525,0.173,95.0,1176.6,422.8,1224.7,340.9,,240
260808_WYX_W_AI,annotation,2026-08-08 15:51:42.916,1786175502.916,2026-08-08 15:51:32.916,2026-08-08 15:51:52.916,0.262,102.4,1182.1,380.8,1249.6,457.8,,241
260808_WYX_W_AI,annotation,2026-08-08 15:51:43.343,1786175503.343,2026-08-08 15:51:33.343,2026-08-08 15:51:53.343,0.346,20.5,1204.7,447.5,1214.1,429.2,,242
260808_WYX_W_AI,annotation,2026-08-08 15:51:52.705,1786175512.705,2026-08-08 15:51:42.705,2026-08-08 15:52:02.705,0.11,0.3,1100.7,582.7,1100.9,582.9,,243
260808_WYX_W_AI,annotation,2026-08-08 15:52:41.324,1786175561.324,2026-08-08 15:52:31.324,2026-08-08 15:52:51.324,0.871,83.4,1134.1,574.2,1212.2,544.9,,244
260808_WYX_W_AI,annotation,2026-08-08 15:52:42.452,1786175562.452,2026-08-08 15:52:32.452,2026-08-08 15:52:52.452,0.372,97.8,1129.9,567.8,1227.7,569.5,,245
260808_WYX_W_AI,annotation,2026-08-08 15:52:52.390,1786175572.39,2026-08-08 15:52:42.390,2026-08-08 15:53:02.390,1.309,50.2,1042.4,572.9,1091.7,563.2,,246
260808_WYX_W_AI,annotation,2026-08-08 15:53:39.256,1786175619.256,2026-08-08 15:53:29.256,2026-08-08 15:53:49.256,0.767,40.6,1072.2,554.3,1031.9,548.8,,247
260808_WYX_W_AI,annotation,2026-08-08 15:53:42.217,1786175622.217,2026-08-08 15:53:32.217,2026-08-08 15:53:52.217,0.104,0.5,791.0,131.7,791.0,132.1,,248
260808_WYX_W_AI,annotation,2026-08-08 15:53:45.794,1786175625.794,2026-08-08 15:53:35.794,2026-08-08 15:53:55.794,0.997,10.5,1084.8,532.1,1074.4,530.6,,249
260808_WYX_W_AI,annotation,2026-08-08 15:53:48.473,1786175628.473,2026-08-08 15:53:38.473,2026-08-08 15:53:58.473,0.967,48.6,1157.7,527.9,1206.2,525.4,,250
260808_WYX_W_AI,annotation,2026-08-08 15:53:49.706,1786175629.706,2026-08-08 15:53:39.706,2026-08-08 15:53:59.706,0.685,37.8,1155.9,534.3,1189.3,516.5,,251
260808_WYX_W_AI,annotation,2026-08-08 15:54:01.289,1786175641.289,2026-08-08 15:53:51.289,2026-08-08 15:54:11.289,0.233,148.4,67.4,420.5,215.4,430.9,,252
260808_WYX_W_AI,annotation,2026-08-08 15:54:21.031,1786175661.031,2026-08-08 15:54:11.031,2026-08-08 15:54:31.031,1.56,91.1,843.2,504.3,932.3,522.9,,253
260808_WYX_W_AI,annotation,2026-08-08 15:54:22.807,1786175662.807,2026-08-08 15:54:12.807,2026-08-08 15:54:32.807,0.494,25.7,909.3,525.6,934.9,527.3,,254
260808_WYX_W_AI,annotation,2026-08-08 15:54:23.526,1786175663.526,2026-08-08 15:54:13.526,2026-08-08 15:54:33.526,0.278,96.2,815.9,531.6,912.1,532.6,,255
260808_WYX_W_AI,annotation,2026-08-08 15:54:23.999,1786175663.999,2026-08-08 15:54:13.999,2026-08-08 15:54:33.999,1.027,15.4,858.9,532.7,850.1,520.1,,256
260808_WYX_W_AI,annotation,2026-08-08 15:54:25.423,1786175665.423,2026-08-08 15:54:15.423,2026-08-08 15:54:35.423,0.386,11.7,838.9,531.4,843.6,520.6,,257
260808_WYX_W_AI,annotation,2026-08-08 15:55:06.973,1786175706.973,2026-08-08 15:54:56.973,2026-08-08 15:55:16.973,0.7,159.1,1033.5,481.4,1184.8,432.0,,258
260808_WYX_W_AI,annotation,2026-08-08 15:56:12.979,1786175772.979,2026-08-08 15:56:02.979,2026-08-08 15:56:22.979,2.597,48.4,997.7,434.7,1044.1,421.2,,259
260808_WYX_W_AI,annotation,2026-08-08 15:56:39.147,1786175799.147,2026-08-08 15:56:29.147,2026-08-08 15:56:49.147,1.959,61.7,927.6,489.7,988.2,478.4,,260
260808_WYX_W_AI,annotation,2026-08-08 15:56:46.759,1786175806.759,2026-08-08 15:56:36.759,2026-08-08 15:56:56.759,0.12,0.6,365.9,481.8,365.5,482.2,,261
260808_WYX_W_AI,annotation,2026-08-08 15:56:49.462,1786175809.462,2026-08-08 15:56:39.462,2026-08-08 15:56:59.462,0.154,0.3,427.1,345.1,426.9,344.9,,262
260808_WYX_W_AI,annotation,2026-08-08 15:56:57.306,1786175817.306,2026-08-08 15:56:47.306,2026-08-08 15:57:07.306,1.581,83.6,1045.2,609.9,1113.6,561.9,,263
260808_WYX_W_AI,annotation,2026-08-08 15:56:59.154,1786175819.154,2026-08-08 15:56:49.154,2026-08-08 15:57:09.154,0.504,87.7,1034.1,560.0,1121.5,567.3,,264
260808_WYX_W_AI,annotation,2026-08-08 15:56:59.869,1786175819.869,2026-08-08 15:56:49.869,2026-08-08 15:57:09.869,1.463,44.1,1008.6,549.1,1048.9,531.3,,265
260808_WYX_W_AI,annotation,2026-08-08 15:57:15.896,1786175835.896,2026-08-08 15:57:05.896,2026-08-08 15:57:25.896,0.384,14.9,1018.8,370.2,1004.0,370.0,,266
260808_WYX_W_AI,annotation,2026-08-08 15:57:16.842,1786175836.842,2026-08-08 15:57:06.842,2026-08-08 15:57:26.842,0.683,18.5,1075.4,391.2,1092.0,382.9,,267
260808_WYX_W_AI,annotation,2026-08-08 15:57:17.736,1786175837.736,2026-08-08 15:57:07.736,2026-08-08 15:57:27.736,0.712,63.0,1053.5,413.3,1106.9,379.8,,268
260808_WYX_W_AI,annotation,2026-08-08 15:57:58.504,1786175878.504,2026-08-08 15:57:48.504,2026-08-08 15:58:08.504,0.167,288.0,62.8,428.0,350.8,428.3,,269
260808_WYX_W_AI,annotation,2026-08-08 15:58:10.878,1786175890.878,2026-08-08 15:58:00.878,2026-08-08 15:58:20.878,0.744,70.3,1081.1,490.9,1149.7,506.7,,270
260808_WYX_W_AI,annotation,2026-08-08 15:58:11.848,1786175891.848,2026-08-08 15:58:01.848,2026-08-08 15:58:21.848,0.173,98.8,1051.3,517.9,1142.4,479.8,,271
260808_WYX_W_AI,annotation,2026-08-08 15:58:12.229,1786175892.229,2026-08-08 15:58:02.229,2026-08-08 15:58:22.229,0.299,65.8,1071.8,511.5,1123.6,471.0,,272
260808_WYX_W_AI,annotation,2026-08-08 15:58:12.679,1786175892.679,2026-08-08 15:58:02.679,2026-08-08 15:58:22.679,0.375,12.5,1123.6,472.3,1115.0,481.4,,273
260808_WYX_W_AI,annotation,2026-08-08 15:58:20.329,1786175900.329,2026-08-08 15:58:10.329,2026-08-08 15:58:30.329,0.925,49.6,1023.4,465.6,1072.8,460.6,,274
260808_WYX_W_AI,annotation,2026-08-08 15:58:21.703,1786175901.703,2026-08-08 15:58:11.703,2026-08-08 15:58:31.703,0.177,3.0,1034.9,466.6,1031.9,466.3,,275
260808_WYX_W_AI,annotation,2026-08-08 15:59:12.013,1786175952.013,2026-08-08 15:59:02.013,2026-08-08 15:59:22.013,0.922,48.1,1083.1,512.6,1040.6,535.1,,276
260808_WYX_W_AI,annotation,2026-08-08 15:59:13.992,1786175953.992,2026-08-08 15:59:03.992,2026-08-08 15:59:23.992,1.47,18.9,1042.0,529.2,1055.9,516.4,,277
260808_WYX_W_AI,annotation,2026-08-08 15:59:16.616,1786175956.616,2026-08-08 15:59:06.616,2026-08-08 15:59:26.616,0.87,32.6,939.3,509.4,966.8,527.0,,278
260808_WYX_W_AI,annotation,2026-08-08 15:59:29.667,1786175969.667,2026-08-08 15:59:19.667,2026-08-08 15:59:39.667,1.199,39.2,939.0,507.1,967.4,534.1,,279
260808_WYX_W_AI,annotation,2026-08-08 16:00:03.223,1786176003.223,2026-08-08 15:59:53.223,2026-08-08 16:00:13.223,0.141,109.7,71.0,445.4,180.8,445.4,,280
260808_WYX_W_AI,annotation,2026-08-08 16:00:20.615,1786176020.615,2026-08-08 16:00:10.615,2026-08-08 16:00:30.615,0.609,25.2,1105.8,581.4,1117.8,603.6,,281
260808_WYX_W_AI,annotation,2026-08-08 16:00:21.447,1786176021.447,2026-08-08 16:00:11.447,2026-08-08 16:00:31.447,0.21,98.8,1090.1,578.7,1132.9,667.7,,282
260808_WYX_W_AI,annotation,2026-08-08 16:00:21.845,1786176021.845,2026-08-08 16:00:11.845,2026-08-08 16:00:31.845,0.263,106.4,1105.4,617.4,1201.5,571.7,,283
260808_WYX_W_AI,annotation,2026-08-08 16:00:22.334,1786176022.334,2026-08-08 16:00:12.334,2026-08-08 16:00:32.334,0.223,55.9,1134.4,589.5,1187.9,573.2,,284
260808_WYX_W_AI,annotation,2026-08-08 16:00:22.941,1786176022.941,2026-08-08 16:00:12.941,2026-08-08 16:00:32.941,0.27,48.1,1028.3,593.4,1076.0,587.1,,285
260808_WYX_W_AI,annotation,2026-08-08 16:01:30.782,1786176090.782,2026-08-08 16:01:20.782,2026-08-08 16:01:40.782,0.575,160.2,1594.3,455.8,1438.3,492.5,,286
260808_WYX_W_AI,annotation,2026-08-08 16:01:42.673,1786176102.673,2026-08-08 16:01:32.673,2026-08-08 16:01:52.673,0.606,179.1,1524.3,455.1,1650.9,328.5,,287
