participant,event_type,event_ts,event_ts_float,window_start,window_end,duration_sec,distance_px,start_x,start_y,end_x,end_y,delete_key,event_id
260808_WYX_W_AI,annotation,2026-08-08 16:01:45.109,1786176105.109,2026-08-08 16:01:35.109,2026-08-08 16:01:55.109,0.664,828.5,1606.8,365.0,785.7,475.4,,288
260808_WYX_W_AI,annotation,2026-08-08 16:01:47.681,1786176107.681,2026-08-08 16:01:37.681,2026-08-08 16:01:57.681,0.993,49.3,1031.6,476.9,1035.8,427.8,,289
260808_WYX_W_AI,annotation,2026-08-08 16:02:10.429,1786176130.429,2026-08-08 16:02:00.429,2026-08-08 16:02:20.429,0.164,225.4,59.3,432.9,283.2,458.7,,290
260808_WYX_W_AI,annotation,2026-08-08 16:02:21.246,1786176141.246,2026-08-08 16:02:11.246,2026-08-08 16:02:31.246,0.711,192.5,871.4,510.7,1057.7,559.0,,291
260808_WYX_W_AI,annotation,2026-08-08 16:02:22.174,1786176142.174,2026-08-08 16:02:12.174,2026-08-08 16:02:32.174,0.637,154.2,876.6,527.7,1022.3,477.4,,292
260808_WYX_W_AI,annotation,2026-08-08 16:02:52.857,1786176172.857,2026-08-08 16:02:42.857,2026-08-08 16:03:02.857,0.248,493.1,51.2,440.7,534.1,539.8,,293
260808_WYX_W_AI,annotation,2026-08-08 16:03:02.757,1786176182.757,2026-08-08 16:02:52.757,2026-08-08 16:03:12.757,0.7,146.2,914.7,538.1,1060.7,547.0,,294
260808_WYX_W_AI,annotation,2026-08-08 16:03:03.701,1786176183.701,2026-08-08 16:02:53.701,2026-08-08 16:03:13.701,0.373,105.3,984.8,580.4,1085.6,549.9,,295
260808_WYX_W_AI,annotation,2026-08-08 16:03:39.641,1786176219.641,2026-08-08 16:03:29.641,2026-08-08 16:03:49.641,0.209,313.4,70.9,438.5,382.8,468.7,,296
260808_WYX_W_AI,annotation,2026-08-08 16:03:49.780,1786176229.78,2026-08-08 16:03:39.780,2026-08-08 16:03:59.780,0.209,608.3,63.7,312.6,653.9,459.6,,297
260808_WYX_W_AI,annotation,2026-08-08 16:04:18.860,1786176258.86,2026-08-08 16:04:08.860,2026-08-08 16:04:28.860,0.935,87.6,846.5,372.4,933.3,384.5,,298
260808_WYX_W_AI,annotation,2026-08-08 16:04:20.013,1786176260.013,2026-08-08 16:04:10.013,2026-08-08 16:04:30.013,0.397,60.3,840.1,398.2,891.8,367.0,,299
260808_WYX_W_AI,annotation,2026-08-08 16:04:20.605,1786176260.605,2026-08-08 16:04:10.605,2026-08-08 16:04:30.605,0.337,12.3,852.2,394.6,859.4,384.6,,300
260808_WYX_W_AI,annotation,2026-08-08 16:04:44.575,1786176284.575,2026-08-08 16:04:34.575,2026-08-08 16:04:54.575,1.132,10.1,1037.0,560.2,1028.0,564.7,,301
260808_WYX_W_AI,annotation,2026-08-08 16:04:58.465,1786176298.465,2026-08-08 16:04:48.465,2026-08-08 16:05:08.465,1.132,72.0,988.4,496.1,1059.0,482.1,,302
260808_WYX_W_AI,annotation,2026-08-08 16:05:24.380,1786176324.38,2026-08-08 16:05:14.380,2026-08-08 16:05:34.380,1.114,73.4,923.2,467.6,996.5,464.0,,303
260808_WYX_W_AI,annotation,2026-08-08 16:05:25.743,1786176325.743,2026-08-08 16:05:15.743,2026-08-08 16:05:35.743,0.381,39.5,873.1,464.3,912.5,467.5,,304
260808_WYX_W_AI,annotation,2026-08-08 16:05:35.627,1786176335.627,2026-08-08 16:05:25.627,2026-08-08 16:05:45.627,0.879,5.0,1008.6,515.9,1007.6,511.0,,305
260808_WYX_W_AI,annotation,2026-08-08 16:05:36.881,1786176336.881,2026-08-08 16:05:26.881,2026-08-08 16:05:46.881,0.397,8.1,974.0,509.9,967.2,505.5,,306
260808_WYX_W_AI,annotation,2026-08-08 16:05:51.454,1786176351.454,2026-08-08 16:05:41.454,2026-08-08 16:06:01.454,0.966,28.1,944.1,445.6,918.0,455.9,,307
260808_WYX_W_AI,annotation,2026-08-08 16:06:03.055,1786176363.055,2026-08-08 16:05:53.055,2026-08-08 16:06:13.055,0.293,408.4,27.0,435.5,433.2,477.0,,308
260808_WYX_W_AI,annotation,2026-08-08 16:06:11.495,1786176371.495,2026-08-08 16:06:01.495,2026-08-08 16:06:21.495,0.526,328.8,56.9,423.6,383.2,463.4,,309
260808_WYX_W_AI,annotation,2026-08-08 16:06:12.972,1786176372.972,2026-08-08 16:06:02.972,2026-08-08 16:06:22.972,0.261,611.8,62.9,330.2,654.6,486.0,,310
260808_WYX_W_AI,annotation,2026-08-08 16:06:59.050,1786176419.05,2026-08-08 16:06:49.050,2026-08-08 16:07:09.050,0.975,28.3,942.5,617.8,960.4,639.6,,311
260808_WYX_W_AI,annotation,2026-08-08 16:07:20.200,1786176440.2,2026-08-08 16:07:10.200,2026-08-08 16:07:30.200,1.449,74.0,916.6,596.5,960.0,656.4,,312
260808_BBY_W_AI,annotation,2026-08-08 18:26:36.002,1786184796.002,2026-08-08 18:26:26.002,2026-08-08 18:26:46.002,0.118,0.5,39.4,43.0,39.0,43.0,,313
260808_BBY_W_AI,annotation,2026-08-08 18:26:38.801,1786184798.801,2026-08-08 18:26:28.801,2026-08-08 18:26:48.801,0.125,0.8,523.2,175.5,523.9,175.9,,314
260808_BBY_W_AI,annotation,2026-08-08 18:26:40.200,1786184800.2,2026-08-08 18:26:30.200,2026-08-08 18:26:50.200,0.105,0.2,1333.9,183.4,1334.1,183.4,,315
260808_BBY_W_AI,annotation,2026-08-08 18:30:40.680,1786185040.68,2026-08-08 18:30:30.680,2026-08-08 18:30:50.680,0.111,0.5,91.6,208.7,91.2,208.7,,316
260808_BBY_W_AI,annotation,2026-08-08 18:31:01.305,1786185061.305,2026-08-08 18:30:51.305,2026-08-08 18:31:11.305,2.347,97.9,839.9,718.3,909.4,787.3,,317
260808_BBY_W_AI,annotation,2026-08-08 18:31:26.669,1786185086.669,2026-08-08 18:31:16.669,2026-08-08 18:31:36.669,1.394,83.0,871.4,721.6,930.3,780.1,,318
260808_BBY_W_AI,annotation,2026-08-08 18:33:21.318,1786185201.318,2026-08-08 18:33:11.318,2026-08-08 18:33:31.318,0.105,1.3,125.0,124.8,125.7,125.9,,319
260808_BBY_W_AI,annotation,2026-08-08 18:33:38.996,1786185218.996,2026-08-08 18:33:28.996,2026-08-08 18:33:48.996,1.118,113.4,714.8,670.1,793.4,751.8,,320
260808_BBY_W_AI,annotation,2026-08-08 18:33:46.391,1786185226.391,2026-08-08 18:33:36.391,2026-08-08 18:33:56.391,1.049,105.3,715.8,659.2,791.0,732.9,,321
260808_BBY_W_AI,annotation,2026-08-08 18:34:06.559,1786185246.559,2026-08-08 18:33:56.559,2026-08-08 18:34:16.559,2.316,116.4,867.8,584.9,968.3,643.7,,322
260808_BBY_W_AI,annotation,2026-08-08 18:34:17.223,1786185257.223,2026-08-08 18:34:07.223,2026-08-08 18:34:27.223,1.162,55.2,866.2,685.7,906.7,723.2,,323
260808_BBY_W_AI,annotation,2026-08-08 18:34:31.227,1786185271.227,2026-08-08 18:34:21.227,2026-08-08 18:34:41.227,1.37,74.7,851.2,690.1,910.5,735.5,,324
260808_BBY_W_AI,annotation,2026-08-08 18:34:39.319,1786185279.319,2026-08-08 18:34:29.319,2026-08-08 18:34:49.319,1.536,65.8,846.9,687.0,905.5,716.8,,325
260808_BBY_W_AI,annotation,2026-08-08 18:35:50.328,1786185350.328,2026-08-08 18:35:40.328,2026-08-08 18:36:00.328,1.153,87.3,1159.8,395.1,1205.4,469.6,,326
260808_BBY_W_AI,annotation,2026-08-08 18:36:02.145,1786185362.145,2026-08-08 18:35:52.145,2026-08-08 18:36:12.145,0.108,0.2,124.1,124.6,124.3,124.6,,327
260808_BBY_W_AI,annotation,2026-08-08 18:36:23.905,1786185383.905,2026-08-08 18:36:13.905,2026-08-08 18:36:33.905,0.876,116.3,1231.9,393.5,1293.2,492.2,,328
260808_BBY_W_AI,annotation,2026-08-08 18:36:32.063,1786185392.063,2026-08-08 18:36:22.063,2026-08-08 18:36:42.063,1.05,122.9,1228.5,377.6,1295.3,480.8,,329
260808_BBY_W_AI,annotation,2026-08-08 18:36:39.294,1786185399.294,2026-08-08 18:36:29.294,2026-08-08 18:36:49.294,0.113,0.6,403.2,394.4,403.6,394.8,,330
260808_BBY_W_AI,annotation,2026-08-08 18:37:09.998,1786185429.998,2026-08-08 18:36:59.998,2026-08-08 18:37:19.998,1.456,36.1,1224.9,743.4,1248.9,770.4,,331
260808_BBY_W_AI,annotation,2026-08-08 18:37:47.372,1786185467.372,2026-08-08 18:37:37.372,2026-08-08 18:37:57.372,1.678,174.2,1198.4,606.8,1319.6,732.0,,332
260808_BBY_W_AI,annotation,2026-08-08 18:38:04.492,1786185484.492,2026-08-08 18:37:54.492,2026-08-08 18:38:14.492,1.299,150.8,791.1,535.9,904.1,635.8,,333
260808_BBY_W_AI,annotation,2026-08-08 18:39:16.633,1786185556.633,2026-08-08 18:39:06.633,2026-08-08 18:39:26.633,1.14,34.4,769.0,646.6,793.2,671.1,,334
260808_BBY_W_AI,annotation,2026-08-08 18:40:51.649,1786185651.649,2026-08-08 18:40:41.649,2026-08-08 18:41:01.649,0.107,0.3,123.1,231.3,123.4,231.5,,335
260808_BBY_W_AI,annotation,2026-08-08 18:42:51.264,1786185771.264,2026-08-08 18:42:41.264,2026-08-08 18:43:01.264,0.116,0.2,1121.3,754.5,1121.1,754.5,,336
260808_BBY_W_AI,annotation,2026-08-08 18:46:42.481,1786186002.481,2026-08-08 18:46:32.481,2026-08-08 18:46:52.481,0.968,143.0,1169.6,416.5,1278.6,509.1,,337
260808_BBY_W_AI,annotation,2026-08-08 18:48:37.515,1786186117.515,2026-08-08 18:48:27.515,2026-08-08 18:48:47.515,0.817,77.8,767.5,408.8,825.9,460.3,,338
260808_BBY_W_AI,annotation,2026-08-08 18:53:24.074,1786186404.074,2026-08-08 18:53:14.074,2026-08-08 18:53:34.074,0.105,0.3,125.6,118.7,125.8,119.0,,339
260808_BBY_W_AI,annotation,2026-08-08 18:55:17.050,1786186517.05,2026-08-08 18:55:07.050,2026-08-08 18:55:27.050,1.469,197.7,1015.2,579.6,1179.7,469.9,,340
260808_BBY_W_AI,annotation,2026-08-08 18:55:18.735,1786186518.735,2026-08-08 18:55:08.735,2026-08-08 18:55:28.735,0.314,64.8,1080.8,519.9,1145.3,512.9,,341
260808_BBY_W_AI,annotation,2026-08-08 18:56:28.874,1786186588.874,2026-08-08 18:56:18.874,2026-08-08 18:56:38.874,3.656,172.1,1068.6,480.9,987.2,329.3,,342
260808_BBY_W_AI,annotation,2026-08-08 18:56:32.759,1786186592.759,2026-08-08 18:56:22.759,2026-08-08 18:56:42.759,1.072,80.1,1156.2,466.2,1223.6,509.6,,343
260808_BBY_W_AI,annotation,2026-08-08 18:56:35.065,1786186595.065,2026-08-08 18:56:25.065,2026-08-08 18:56:45.065,0.702,191.0,1094.8,538.7,907.6,576.8,,344
260808_BBY_W_AI,annotation,2026-08-08 18:56:35.902,1786186595.902,2026-08-08 18:56:25.902,2026-08-08 18:56:45.902,0.81,209.3,928.7,564.2,1052.0,395.1,,345
260808_BBY_W_AI,annotation,2026-08-08 18:56:36.915,1786186596.915,2026-08-08 18:56:26.915,2026-08-08 18:56:46.915,0.334,221.4,973.1,564.6,1121.3,400.1,,346
260808_BBY_W_AI,annotation,2026-08-08 18:56:37.388,1786186597.388,2026-08-08 18:56:27.388,2026-08-08 18:56:47.388,0.21,196.3,1082.5,468.9,957.3,620.1,,347
260808_BBY_W_AI,annotation,2026-08-08 18:56:38.248,1786186598.248,2026-08-08 18:56:28.248,2026-08-08 18:56:48.248,1.701,312.3,1002.4,580.2,761.2,778.6,,348
260808_BBY_W_AI,annotation,2026-08-08 18:56:40.283,1786186600.283,2026-08-08 18:56:30.283,2026-08-08 18:56:50.283,1.316,311.2,786.6,751.6,485.9,831.7,,349
260808_BBY_W_AI,annotation,2026-08-08 18:56:41.799,1786186601.799,2026-08-08 18:56:31.799,2026-08-08 18:56:51.799,0.399,443.6,1007.8,670.9,576.1,772.7,,350
260808_BBY_W_AI,annotation,2026-08-08 18:56:42.407,1786186602.407,2026-08-08 18:56:32.407,2026-08-08 18:56:52.407,0.375,437.2,1029.2,640.6,621.5,798.6,,351
260808_BBY_W_AI,annotation,2026-08-08 18:56:42.992,1786186602.992,2026-08-08 18:56:32.992,2026-08-08 18:56:52.992,0.39,411.2,994.1,629.3,615.1,789.0,,352
260808_BBY_W_AI,annotation,2026-08-08 18:56:43.710,1786186603.71,2026-08-08 18:56:33.710,2026-08-08 18:56:53.710,0.305,162.1,931.5,684.6,1087.1,638.8,,353
260808_BBY_W_AI,annotation,2026-08-08 18:56:51.835,1786186611.835,2026-08-08 18:56:41.835,2026-08-08 18:57:01.835,0.8,268.5,1045.9,496.8,1294.1,394.4,,354
260808_BBY_W_AI,annotation,2026-08-08 18:56:52.848,1786186612.848,2026-08-08 18:56:42.848,2026-08-08 18:57:02.848,0.259,699.0,944.4,585.0,1612.9,380.7,,355
260808_BBY_W_AI,annotation,2026-08-08 18:56:53.431,1786186613.431,2026-08-08 18:56:43.431,2026-08-08 18:57:03.431,0.179,569.2,1003.4,612.2,1552.6,463.0,,356
260808_BBY_W_AI,annotation,2026-08-08 18:56:53.924,1786186613.924,2026-08-08 18:56:43.924,2026-08-08 18:57:03.924,1.417,7.1,1193.6,556.1,1197.0,549.9,,357
260808_BBY_W_AI,annotation,2026-08-08 18:58:47.706,1786186727.706,2026-08-08 18:58:37.706,2026-08-08 18:58:57.706,0.924,102.1,1029.9,448.3,1036.9,346.5,,358
260808_BBY_W_AI,annotation,2026-08-08 18:58:48.863,1786186728.863,2026-08-08 18:58:38.863,2026-08-08 18:58:58.863,0.384,164.1,926.0,425.0,1089.0,406.0,,359
260808_BBY_W_AI,annotation,2026-08-08 18:58:49.484,1786186729.484,2026-08-08 18:58:39.484,2026-08-08 18:58:59.484,0.317,91.5,961.5,436.0,1050.7,415.7,,360
260808_BBY_W_AI,annotation,2026-08-08 18:58:50.032,1786186730.032,2026-08-08 18:58:40.032,2026-08-08 18:59:00.032,0.238,47.3,987.8,441.5,1034.4,433.5,,361
260808_BBY_W_AI,annotation,2026-08-08 18:59:46.137,1786186786.137,2026-08-08 18:59:36.137,2026-08-08 18:59:56.137,0.183,120.9,932.2,542.8,1045.2,500.0,,362
260808_BBY_W_AI,annotation,2026-08-08 18:59:46.838,1786186786.838,2026-08-08 18:59:36.838,2026-08-08 18:59:56.838,0.109,126.4,1071.1,505.6,1196.6,491.2,,363
260808_BBY_W_AI,annotation,2026-08-08 18:59:47.194,1786186787.194,2026-08-08 18:59:37.194,2026-08-08 18:59:57.194,0.178,99.4,1092.6,523.1,1191.7,514.4,,364
260808_BBY_W_AI,annotation,2026-08-08 19:00:15.506,1786186815.506,2026-08-08 19:00:05.506,2026-08-08 19:00:25.506,0.198,257.7,900.8,640.5,1141.6,548.9,,365
260808_BBY_W_AI,annotation,2026-08-08 19:00:15.993,1786186815.993,2026-08-08 19:00:05.993,2026-08-08 19:00:25.993,0.143,297.9,968.5,624.6,1265.0,595.8,,366
260808_BBY_W_AI,annotation,2026-08-08 19:00:16.586,1786186816.586,2026-08-08 19:00:06.586,2026-08-08 19:00:26.586,2.962,20.3,1153.7,614.8,1133.8,610.9,,367
260808_BBY_W_AI,annotation,2026-08-08 19:01:15.519,1786186875.519,2026-08-08 19:01:05.519,2026-08-08 19:01:25.519,0.292,69.0,1245.2,547.8,1181.8,574.8,,368
260808_BBY_W_AI,annotation,2026-08-08 19:01:16.175,1786186876.175,2026-08-08 19:01:06.175,2026-08-08 19:01:26.175,0.419,79.7,1191.8,565.3,1263.9,531.4,,369
260808_BBY_W_AI,annotation,2026-08-08 19:01:16.862,1786186876.862,2026-08-08 19:01:06.862,2026-08-08 19:01:26.862,0.166,260.2,1093.2,622.1,1347.5,567.0,,370
260808_BBY_W_AI,annotation,2026-08-08 19:01:17.254,1786186877.254,2026-08-08 19:01:07.254,2026-08-08 19:01:27.254,0.182,256.1,1109.3,615.9,1359.2,559.9,,371
260808_BBY_W_AI,annotation,2026-08-08 19:01:17.727,1786186877.727,2026-08-08 19:01:07.727,2026-08-08 19:01:27.727,0.243,136.6,1118.5,608.6,1253.3,586.5,,372
260808_BBY_W_AI,annotation,2026-08-08 19:01:18.431,1786186878.431,2026-08-08 19:01:08.431,2026-08-08 19:01:28.431,0.569,6.4,1154.0,603.7,1148.1,606.1,,373
260808_BBY_W_AI,annotation,2026-08-08 19:03:24.024,1786187004.024,2026-08-08 19:03:14.024,2026-08-08 19:03:34.024,0.374,164.7,1052.1,603.9,1206.0,545.5,,374
260808_BBY_W_AI,annotation,2026-08-08 19:03:25.077,1786187005.077,2026-08-08 19:03:15.077,2026-08-08 19:03:35.077,0.148,110.1,1055.6,608.4,1165.6,603.8,,375
260808_BBY_W_AI,annotation,2026-08-08 19:03:25.480,1786187005.48,2026-08-08 19:03:15.480,2026-08-08 19:03:35.480,0.254,29.7,1097.6,615.9,1126.9,610.8,,376
260808_BBY_W_AI,annotation,2026-08-08 19:03:55.696,1786187035.696,2026-08-08 19:03:45.696,2026-08-08 19:04:05.696,0.173,191.9,976.4,532.8,1166.7,508.5,,377
260808_BBY_W_AI,annotation,2026-08-08 19:03:56.409,1786187036.409,2026-08-08 19:03:46.409,2026-08-08 19:04:06.409,0.129,84.6,1167.0,519.9,1250.8,507.9,,378
260808_BBY_W_AI,annotation,2026-08-08 19:03:56.802,1786187036.802,2026-08-08 19:03:46.802,2026-08-08 19:04:06.802,0.155,63.1,1172.9,527.8,1235.8,522.7,,379
260808_BBY_W_AI,annotation,2026-08-08 19:04:37.533,1786187077.533,2026-08-08 19:04:27.533,2026-08-08 19:04:47.533,0.907,100.6,1140.5,582.5,1234.4,546.5,,380
260808_BBY_W_AI,annotation,2026-08-08 19:04:38.687,1786187078.687,2026-08-08 19:04:28.687,2026-08-08 19:04:48.687,0.187,223.5,1015.8,613.4,1237.6,585.8,,381
260808_BBY_W_AI,annotation,2026-08-08 19:04:39.212,1786187079.212,2026-08-08 19:04:29.212,2026-08-08 19:04:49.212,0.322,24.7,1107.1,601.2,1127.6,587.5,,382
260808_BBY_W_AI,annotation,2026-08-08 19:04:39.745,1786187079.745,2026-08-08 19:04:29.745,2026-08-08 19:04:49.745,0.291,69.1,1083.3,606.3,1152.4,606.2,,383
260808_BBY_W_AI,annotation,2026-08-08 19:04:40.246,1786187080.246,2026-08-08 19:04:30.246,2026-08-08 19:04:50.246,0.569,11.1,1134.5,606.2,1129.8,596.1,,384
260808_BBY_W_AI,annotation,2026-08-08 19:06:41.735,1786187201.735,2026-08-08 19:06:31.735,2026-08-08 19:06:51.735,1.27,22.5,959.7,511.3,976.6,526.1,,385
260808_BBY_W_AI,annotation,2026-08-08 19:07:07.103,1786187227.103,2026-08-08 19:06:57.103,2026-08-08 19:07:17.103,0.6,63.4,1266.0,517.3,1316.5,479.1,,386
260808_BBY_W_AI,annotation,2026-08-08 19:07:08.020,1786187228.02,2026-08-08 19:06:58.020,2026-08-08 19:07:18.020,0.17,160.4,1142.4,576.1,1301.6,557.3,,387
260808_BBY_W_AI,annotation,2026-08-08 19:07:08.507,1786187228.507,2026-08-08 19:06:58.507,2026-08-08 19:07:18.507,0.201,127.8,1171.3,577.9,1295.7,548.4,,388
260808_BBY_W_AI,annotation,2026-08-08 19:07:09.077,1786187229.077,2026-08-08 19:06:59.077,2026-08-08 19:07:19.077,0.111,24.5,1212.8,563.5,1236.9,559.1,,389
260808_BBY_W_AI,annotation,2026-08-08 19:07:51.300,1786187271.3,2026-08-08 19:07:41.300,2026-08-08 19:08:01.300,0.143,136.9,1224.4,570.2,1360.2,552.9,,390
260808_BBY_W_AI,annotation,2026-08-08 19:07:51.711,1786187271.711,2026-08-08 19:07:41.711,2026-08-08 19:08:01.711,0.196,184.9,1152.0,607.3,1333.9,573.5,,391
260808_BBY_W_AI,annotation,2026-08-08 19:07:52.177,1786187272.177,2026-08-08 19:07:42.177,2026-08-08 19:08:02.177,0.142,48.2,1196.0,618.9,1243.7,611.4,,392
260808_BBY_W_AI,annotation,2026-08-08 19:08:58.236,1786187338.236,2026-08-08 19:08:48.236,2026-08-08 19:09:08.236,0.157,135.3,1088.8,585.6,1224.0,580.0,,393
260808_BBY_W_AI,annotation,2026-08-08 19:08:58.641,1786187338.641,2026-08-08 19:08:48.641,2026-08-08 19:09:08.641,0.135,128.0,1108.3,625.1,1234.1,601.9,,394
260808_BBY_W_AI,annotation,2026-08-08 19:08:59.070,1786187339.07,2026-08-08 19:08:49.070,2026-08-08 19:09:09.070,0.148,47.9,1143.0,620.0,1190.8,617.9,,395
260808_BBY_W_AI,annotation,2026-08-08 19:08:59.892,1786187339.892,2026-08-08 19:08:49.892,2026-08-08 19:09:09.892,0.795,13.4,1189.0,618.2,1186.4,605.0,,396
260808_BBY_W_AI,annotation,2026-08-08 19:11:06.724,1786187466.724,2026-08-08 19:10:56.724,2026-08-08 19:11:16.724,0.548,118.6,1172.7,579.3,1275.2,519.6,,397
260808_BBY_W_AI,annotation,2026-08-08 19:11:07.521,1786187467.521,2026-08-08 19:10:57.521,2026-08-08 19:11:17.521,0.164,253.7,1062.9,607.5,1312.7,563.2,,398
260808_BBY_W_AI,annotation,2026-08-08 19:11:07.933,1786187467.933,2026-08-08 19:10:57.933,2026-08-08 19:11:17.933,0.135,60.5,1148.2,588.8,1207.4,576.4,,399
260808_BBY_W_AI,annotation,2026-08-08 19:11:41.247,1786187501.247,2026-08-08 19:11:31.247,2026-08-08 19:11:51.247,0.645,76.6,1104.9,511.4,1175.5,481.8,,400
260808_BBY_W_AI,annotation,2026-08-08 19:11:42.132,1786187502.132,2026-08-08 19:11:32.132,2026-08-08 19:11:52.132,0.24,171.7,1008.3,546.8,1177.3,516.8,,401
260808_BBY_W_AI,annotation,2026-08-08 19:11:42.589,1786187502.589,2026-08-08 19:11:32.589,2026-08-08 19:11:52.589,0.143,58.3,1078.3,535.9,1136.1,527.8,,402
260808_BBY_W_AI,annotation,2026-08-08 19:13:14.689,1786187594.689,2026-08-08 19:13:04.689,2026-08-08 19:13:24.689,0.264,125.2,1124.3,581.7,1013.5,640.0,,403
260808_BBY_W_AI,annotation,2026-08-08 19:13:15.183,1786187595.183,2026-08-08 19:13:05.183,2026-08-08 19:13:25.183,0.405,101.0,1080.5,616.6,1161.7,556.5,,404
260808_BBY_W_AI,annotation,2026-08-08 19:13:16.197,1786187596.197,2026-08-08 19:13:06.197,2026-08-08 19:13:26.197,0.585,122.4,1053.1,555.5,1167.3,511.5,,405
260808_BBY_W_AI,annotation,2026-08-08 19:13:17.054,1786187597.054,2026-08-08 19:13:07.054,2026-08-08 19:13:27.054,0.193,234.0,1003.8,628.5,1224.7,551.3,,406
260808_BBY_W_AI,annotation,2026-08-08 19:13:17.880,1786187597.88,2026-08-08 19:13:07.880,2026-08-08 19:13:27.880,0.234,283.6,1102.5,716.8,1341.3,563.8,,407
260808_BBY_W_AI,annotation,2026-08-08 19:13:18.380,1786187598.38,2026-08-08 19:13:08.380,2026-08-08 19:13:28.380,0.21,266.9,1055.4,709.0,1300.9,604.6,,408
260808_BBY_W_AI,annotation,2026-08-08 19:13:18.837,1786187598.837,2026-08-08 19:13:08.837,2026-08-08 19:13:28.837,0.164,176.9,1088.5,685.7,1262.3,652.7,,409
260808_BBY_W_AI,annotation,2026-08-08 19:13:19.340,1786187599.34,2026-08-08 19:13:09.340,2026-08-08 19:13:29.340,0.763,10.6,1146.2,681.3,1155.5,676.3,,410
260808_BBY_W_AI,annotation,2026-08-08 19:13:47.688,1786187627.688,2026-08-08 19:13:37.688,2026-08-08 19:13:57.688,0.548,56.1,1093.8,521.0,1141.5,491.4,,411
260808_BBY_W_AI,annotation,2026-08-08 19:13:48.484,1786187628.484,2026-08-08 19:13:38.484,2026-08-08 19:13:58.484,0.217,179.7,936.4,566.7,1112.3,529.7,,412
260808_BBY_W_AI,annotation,2026-08-08 19:13:48.971,1786187628.971,2026-08-08 19:13:38.971,2026-08-08 19:13:58.971,0.314,50.3,1027.1,548.7,1076.2,538.2,,413
260808_BBY_W_AI,annotation,2026-08-08 19:13:49.547,1786187629.547,2026-08-08 19:13:39.547,2026-08-08 19:13:59.547,0.233,11.1,1040.1,558.8,1051.1,556.5,,414
260808_BBY_W_AI,annotation,2026-08-08 19:15:35.325,1786187735.325,2026-08-08 19:15:25.325,2026-08-08 19:15:45.325,0.47,90.6,1027.4,528.6,1115.3,506.8,,415
260808_BBY_W_AI,annotation,2026-08-08 19:15:36.057,1786187736.057,2026-08-08 19:15:26.057,2026-08-08 19:15:46.057,0.15,136.2,968.4,550.9,1103.5,533.8,,416
260808_BBY_W_AI,annotation,2026-08-08 19:15:36.474,1786187736.474,2026-08-08 19:15:26.474,2026-08-08 19:15:46.474,0.161,109.2,1018.1,552.8,1126.2,537.7,,417
260808_BBY_W_AI,annotation,2026-08-08 19:15:36.898,1786187736.898,2026-08-08 19:15:26.898,2026-08-08 19:15:46.898,0.839,22.2,1042.8,560.6,1062.4,550.0,,418
260808_BBY_W_AI,annotation,2026-08-08 19:16:46.191,1786187806.191,2026-08-08 19:16:36.191,2026-08-08 19:16:56.191,0.547,28.9,1109.3,509.5,1132.0,491.5,,419
260808_BBY_W_AI,annotation,2026-08-08 19:16:46.972,1786187806.972,2026-08-08 19:16:36.972,2026-08-08 19:16:56.972,0.179,97.4,1035.2,547.8,1131.0,529.6,,420
260808_BBY_W_AI,annotation,2026-08-08 19:16:47.398,1786187807.398,2026-08-08 19:16:37.398,2026-08-08 19:16:57.398,0.164,100.3,1055.9,551.0,1155.5,538.9,,421
260808_BBY_W_AI,annotation,2026-08-08 19:16:47.796,1786187807.796,2026-08-08 19:16:37.796,2026-08-08 19:16:57.796,0.162,17.5,1092.3,547.5,1109.3,543.5,,422
260808_BBY_W_AI,annotation,2026-08-08 19:18:00.409,1786187880.409,2026-08-08 19:17:50.409,2026-08-08 19:18:10.409,0.502,41.0,1135.7,564.5,1173.6,548.8,,423
260808_BBY_W_AI,annotation,2026-08-08 19:18:01.138,1786187881.138,2026-08-08 19:17:51.138,2026-08-08 19:18:11.138,0.179,156.2,1032.6,599.8,1187.7,581.2,,424
260808_BBY_W_AI,annotation,2026-08-08 19:18:01.821,1786187881.821,2026-08-08 19:17:51.821,2026-08-08 19:18:11.821,0.17,76.8,1185.6,583.7,1256.2,553.4,,425
260808_BBY_W_AI,annotation,2026-08-08 19:18:02.263,1786187882.263,2026-08-08 19:17:52.263,2026-08-08 19:18:12.263,0.17,53.6,1134.1,589.9,1187.6,587.3,,426
260808_BBY_W_AI,annotation,2026-08-08 19:18:02.980,1786187882.98,2026-08-08 19:17:52.980,2026-08-08 19:18:12.980,0.361,4.1,1175.4,577.5,1174.2,573.6,,427
260808_BBY_W_AI,annotation,2026-08-08 19:18:41.442,1786187921.442,2026-08-08 19:18:31.442,2026-08-08 19:18:51.442,0.128,188.9,744.3,560.2,932.7,545.1,,428
260808_BBY_W_AI,annotation,2026-08-08 19:18:42.053,1786187922.053,2026-08-08 19:18:32.053,2026-08-08 19:18:52.053,0.1,126.1,952.8,550.1,1076.0,523.2,,429
260808_BBY_W_AI,annotation,2026-08-08 19:18:42.422,1786187922.422,2026-08-08 19:18:32.422,2026-08-08 19:18:52.422,0.148,35.5,972.7,539.9,1008.0,536.3,,430
260808_BBY_W_AI,annotation,2026-08-08 19:21:52.245,1786188112.245,2026-08-08 19:21:42.245,2026-08-08 19:22:02.245,0.118,0.5,725.6,387.2,726.1,387.0,,431
